chrom,start,end,chromatin_state
chr1,248033095,248252532,chr1,248069656,248069889,.,0,.,4.174090,2.54163,-1,,
chr1,248033095,248252532,chr1,248100499,248100763,.,0,.,9.826940,8.18433,-1,,
chr1,248033095,248252532,chr1,248116339,248116500,.,0,.,2.535490,1.45989,-1,,
chr1,247411537,247513270,chr1,247492974,247493216,.,0,.,2.535490,1.45989,-1,,
chr1,247411537,247513270,chr1,247493797,247496600,.,0,.,134.783997,308.386,-1,,
chr1,247314672,247411537,chr1,247372398,247374435,.,0,.,142.735001,324,-1,,
chr1,247199629,247314672,chr1,247240655,247240795,.,0,.,2.535490,1.45989,-1,,
chr1,247199629,247314672,chr1,247240970,247242390,.,0,.,125.972000,296.76,-1,,
chr1,247199629,247314672,chr1,247242673,247242789,.,0,.,2.535490,1.45989,-1,,
chr1,247199629,247314672,chr1,247250199,247250363,.,0,.,2.559320,1.47334,-1,,
chr1,247199629,247314672,chr1,247266469,247266729,.,0,.,9.410330,7.56031,-1,,
chr1,247199629,247314672,chr1,247268220,247268339,.,0,.,2.535490,1.45989,-1,,
chr1,247199629,247314672,chr1,247273932,247275658,.,0,.,47.425400,67.4002,-1,,
chr1,247199629,247314672,chr1,247291219,247291464,.,0,.,8.180760,6.35077,-1,,
chr1,247199629,247314672,chr1,247296338,247296371,.,0,.,2.649390,1.52415,-1,,
chr1,247199629,247314672,chr1,247266886,247267907,.,0,.,129.772995,324,-1,,
chr1,247106959,247199629,chr1,247134740,247134861,.,0,.,5.262260,3.57767,-1,,
chr1,247106959,247199629,chr1,247170193,247171707,.,0,.,108.948997,201.445,-1,,
chr1,246662962,246746114,chr1,246669565,246671140,.,0,.,139.858994,324,-1,,
chr1,246662962,246746114,chr1,246727256,246727489,.,0,.,2.535490,1.45989,-1,,
chr1,246662962,246746114,chr1,246728404,246731153,.,0,.,143.697006,324,-1,,
chr1,246662962,246746114,chr1,246732775,246733409,.,0,.,6.171190,4.4059,-1,,
chr1,246071564,246170721,chr1,246077682,246077839,.,0,.,2.535490,1.45989,-1,,
chr1,246071564,246170721,chr1,246117090,246117604,.,0,.,8.897960,7.16866,-1,,
chr1,245299906,245399404,chr1,245307039,245307167,.,0,.,2.535490,1.45989,-1,,
chr1,245299906,245399404,chr1,245312114,245312356,.,0,.,2.535490,1.45989,-1,,
chr1,245299906,245399404,chr1,245329504,245330218,.,0,.,12.533700,11.364,-1,,
chr1,245299906,245399404,chr1,245368256,245368326,.,0,.,2.535490,1.45989,-1,,
chr1,245299906,245399404,chr1,245316427,245320520,.,0,.,52.526299,75.765,-1,,
chr1,244994461,245090552,chr1,244996922,245000600,.,0,.,91.727203,185.404,-1,,
chr1,244994461,245090552,chr1,245000916,245001048,.,0,.,2.535490,1.45989,-1,,
chr1,244994461,245090552,chr1,245021458,245021618,.,0,.,2.535490,1.45989,-1,,
chr1,244994461,245090552,chr1,245022510,245022685,.,0,.,2.535490,1.45989,-1,,
chr1,244994461,245090552,chr1,245023428,245023550,.,0,.,2.535490,1.45989,-1,,
chr1,244994461,245090552,chr1,245023752,245028476,.,0,.,149.098999,324,-1,,
chr1,244994461,245090552,chr1,245081748,245082572,.,0,.,37.983501,49.728,-1,,
chr1,244898096,244994461,chr1,244962827,244962999,.,0,.,2.535490,1.45989,-1,,
chr1,244801997,244898096,chr1,244815542,244817917,.,0,.,136.050995,312.723,-1,,
chr1,244801997,244898096,chr1,244818079,244818315,.,0,.,3.444420,2.09577,-1,,
chr1,244801997,244898096,chr1,244892730,244894446,.,0,.,59.797699,89.5224,-1,,
chr1,244710282,244801997,chr1,244763373,244763706,.,0,.,12.533700,11.364,-1,,
chr1,244710282,244801997,chr1,244776869,244776997,.,0,.,2.535490,1.45989,-1,,
chr1,244620073,244710282,chr1,244624224,244625210,.,0,.,70.608597,112.738,-1,,
chr1,244620073,244710282,chr1,244664954,244665205,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244530937,244531088,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244534457,244534618,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244586399,244586638,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244591782,244591988,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244610380,244610528,.,0,.,2.535490,1.45989,-1,,
chr1,244518400,244620073,chr1,244610690,244611058,.,0,.,7.080110,5.28362,-1,,
chr1,244518400,244620073,chr1,244615623,244616400,.,0,.,19.805000,21.008,-1,,
chr1,244518400,244620073,chr1,244611694,244615330,.,0,.,142.466003,324,-1,,
chr1,244415445,244518400,chr1,244464404,244464599,.,0,.,4.353340,2.80505,-1,,
chr1,244415445,244518400,chr1,244486106,244486170,.,0,.,2.535490,1.45989,-1,,
