chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction,Unnamed: 0,genebody,Methylation Difference,p-value,q-value
chr10,4700000,4800000,ENSMMUG00000020949,,4754181,4909399,-0.0398706881293204,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2823,ENSMMUG00000020949,-0.3367889,0.024610545972775,0.9942052420186136
chr10,4800000,4900000,ENSMMUG00000020949,,4754181,4909399,-0.0397865212412487,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2823,ENSMMUG00000020949,-0.3367889,0.024610545972775,0.9942052420186136
chr10,7300000,7400000,ENSMMUG00000015448,Metazoa_SRP,7315887,7477970,-0.0488345583940454,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2869,ENSMMUG00000015448,-0.2639302,0.0126492702344095,0.9942052420186136
chr10,7400000,7500000,ENSMMUG00000015448,Metazoa_SRP,7315887,7477970,-0.0489141987139878,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2869,ENSMMUG00000015448,-0.2639302,0.0126492702344095,0.9942052420186136
chr10,7500000,7600000,ENSMMUG00000016698,,7532921,7555381,-0.0489311682179451,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2871,ENSMMUG00000016698,-0.2343818,0.0368175340311563,0.9942052420186136
chr10,8200000,8300000,ENSMMUG00000006061,Metazoa_SRP,8146383,8288880,-0.0472910247348024,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2878,ENSMMUG00000006061,-0.27346134,0.0368175340311563,0.9942052420186136
chr10,9000000,9100000,ENSMMUG00000052616,,9048949,9049934,-0.0425107184838275,0.0445525578652513,0.2635534596613765,Decreased in Stressed,2891,ENSMMUG00000052616,-1.5444038,0.0119067023535604,0.9942052420186136
chr10,25700000,25800000,ENSMMUG00000003334,,25532654,25810260,-0.0692019693259078,0.0445525578652513,0.2635534596613765,Decreased in Stressed,3158,ENSMMUG00000003334,-0.40773994,0.0045407636738906,0.9942052420186136
chr10,25800000,25900000,ENSMMUG00000003334,,25532654,25810260,-0.0701427546564326,0.0368175340311563,0.2635534596613765,Decreased in Stressed,3158,ENSMMUG00000003334,-0.40773994,0.0045407636738906,0.9942052420186136
chr10,26400000,26500000,ENSMMUG00000031049,,26453291,26625774,-0.0748707610831499,0.015922158337019,0.2635534596613765,Decreased in Stressed,3163,ENSMMUG00000031049,-0.26203096,0.0368175340311563,0.9942052420186136
chr10,26500000,26600000,ENSMMUG00000031049,,26453291,26625774,-0.0754580336191044,0.015922158337019,0.2635534596613765,Decreased in Stressed,3163,ENSMMUG00000031049,-0.26203096,0.0368175340311563,0.9942052420186136
chr10,26600000,26700000,ENSMMUG00000031049,,26453291,26625774,-0.075973755829704,0.0126492702344095,0.2635534596613765,Decreased in Stressed,3163,ENSMMUG00000031049,-0.26203096,0.0368175340311563,0.9942052420186136
chr10,27000000,27100000,ENSMMUG00000000066,U1,27027496,27035513,-0.0772492958991819,0.0126492702344095,0.2635534596613765,Decreased in Stressed,3168,ENSMMUG00000000066,-0.38454598,0.0445525578652513,0.9942052420186136
chr10,27300000,27400000,ENSMMUG00000056456,,27362680,27369907,-0.0773153969699141,0.0099366062214359,0.2635534596613765,Decreased in Stressed,3170,ENSMMUG00000056456,-0.7297621,0.0198928694284731,0.9942052420186136
chr10,27700000,27800000,ENSMMUG00000065112,,27775095,27776398,-0.076074137210203,0.015922158337019,0.2635534596613765,Decreased in Stressed,3176,ENSMMUG00000065112,-0.3654765,0.0350588281177828,0.9942052420186136
chr10,27900000,28000000,ENSMMUG00000053622,,27919217,27920713,-0.0749685605226713,0.015922158337019,0.2635534596613765,Decreased in Stressed,3179,ENSMMUG00000053622,-0.4365818,0.0463473968675811,0.9942052420186136
chr10,27900000,28000000,ENSMMUG00000005624,,27932389,27934521,-0.0749685605226713,0.015922158337019,0.2635534596613765,Decreased in Stressed,3181,ENSMMUG00000005624,0.57799363,0.026194559613477,0.9942052420186136
chr10,29300000,29400000,ENSMMUG00000051682,,29385752,29467140,-0.0605516293298428,0.0445525578652513,0.2635534596613765,Decreased in Stressed,3215,ENSMMUG00000051682,-0.5735562,0.0025357511425622,0.9942052420186136
chr10,67200000,67300000,ENSMMUG00000061404,,67212280,67239278,-0.0437137017066,0.024610545972775,0.2635534596613765,Decreased in Stressed,3638,ENSMMUG00000061404,-0.554301,0.024610545972775,0.9942052420186136
chr10,67500000,67600000,ENSMMUG00000007117,F3,67597445,67672008,-0.0449535478734056,0.0302324438547348,0.2635534596613765,Decreased in Stressed,3647,ENSMMUG00000007117,0.4381557,0.0302324438547348,0.9942052420186136
chr10,67600000,67700000,ENSMMUG00000007117,F3,67597445,67672008,-0.045305394460688,0.0302324438547348,0.2635534596613765,Decreased in Stressed,3647,ENSMMUG00000007117,0.4381557,0.0302324438547348,0.9942052420186136
chr10,67800000,67900000,ENSMMUG00000022721,CLEC2B,67873129,67978654,-0.0458978534870196,0.0302324438547348,0.2635534596613765,Decreased in Stressed,3649,ENSMMUG00000022721,-0.27867603,0.0445525578652513,0.9942052420186136
chr10,67900000,68000000,ENSMMUG00000022721,CLEC2B,67873129,67978654,-0.0461401713973788,0.0302324438547348,0.2635534596613765,Decreased in Stressed,3649,ENSMMUG00000022721,-0.27867603,0.0445525578652513,0.9942052420186136
chr10,68600000,68700000,ENSMMUG00000050166,,68633474,68634783,-0.0468609037220456,0.0302324438547348,0.2635534596613765,Decreased in Stressed,3666,ENSMMUG00000050166,-0.6079636,0.0223586079654754,0.9942052420186136
chr10,91500000,91600000,ENSMMUG00000000072,Metazoa_SRP,91537102,91549091,-0.0535560821128885,0.0368175340311563,0.2635534596613765,Decreased in Stressed,3955,ENSMMUG00000000072,-0.62218356,0.0445525578652513,0.9942052420186136
chr11,33500000,33600000,ENSMMUG00000004851,,33532540,33791489,-0.0313063681762082,0.0445525578652513,0.3378058689816196,Decreased in Stressed,4463,ENSMMUG00000004851,-0.09392476,0.0445525578652513,0.9942052420186136
chr11,33600000,33700000,ENSMMUG00000004851,,33532540,33791489,-0.031637117797414,0.0368175340311563,0.3378058689816196,Decreased in Stressed,4463,ENSMMUG00000004851,-0.09392476,0.0445525578652513,0.9942052420186136
chr11,33700000,33800000,ENSMMUG00000004851,,33532540,33791489,-0.031964832621962,0.0368175340311563,0.3378058689816196,Decreased in Stressed,4463,ENSMMUG00000004851,-0.09392476,0.0445525578652513,0.9942052420186136
chr11,33800000,33900000,ENSMMUG00000013655,,33831542,33899317,-0.0322892510515249,0.0368175340311563,0.3378058689816196,Decreased in Stressed,4464,ENSMMUG00000013655,-0.3725115,0.0034104870018182,0.9942052420186136
chr11,33800000,33900000,ENSMMUG00000013654,,33899209,33910747,-0.0322892510515249,0.0368175340311563,0.3378058689816196,Decreased in Stressed,4465,ENSMMUG00000013654,0.6893538,0.0034104870018182,0.9942052420186136
chr11,33900000,34000000,ENSMMUG00000013654,,33899209,33910747,-0.032610229606784,0.0368175340311563,0.3378058689816196,Decreased in Stressed,4465,ENSMMUG00000013654,0.6893538,0.0034104870018182,0.9942052420186136
chr11,115000000,115100000,ENSMMUG00000052645,UNG,115064880,115409916,-0.0398083091150081,0.0368175340311563,0.3378058689816196,Decreased in Stressed,5282,ENSMMUG00000052645,-0.16425586,0.0445525578652513,0.9942052420186136
chr11,115100000,115200000,ENSMMUG00000052645,UNG,115064880,115409916,-0.0399216093783347,0.0302324438547348,0.3378058689816196,Decreased in Stressed,5282,ENSMMUG00000052645,-0.16425586,0.0445525578652513,0.9942052420186136
chr11,115200000,115300000,ENSMMUG00000052645,UNG,115064880,115409916,-0.0400250301840515,0.0302324438547348,0.3378058689816196,Decreased in Stressed,5282,ENSMMUG00000052645,-0.16425586,0.0445525578652513,0.9942052420186136
chr11,115300000,115400000,ENSMMUG00000052645,UNG,115064880,115409916,-0.0401177557657399,0.024610545972775,0.3378058689816196,Decreased in Stressed,5282,ENSMMUG00000052645,-0.16425586,0.0445525578652513,0.9942052420186136
chr11,115400000,115500000,ENSMMUG00000052645,UNG,115064880,115409916,-0.0401990221302186,0.024610545972775,0.3378058689816196,Decreased in Stressed,5282,ENSMMUG00000052645,-0.16425586,0.0445525578652513,0.9942052420186136
chr13,40500000,40600000,ENSMMUG00000017461,ARID5A,40582776,40602905,-0.0362078201795901,0.024610545972775,0.2334734980780078,Decreased in Stressed,6948,ENSMMUG00000017461,-0.35244697,0.024610545972775,0.9942052420186136
chr13,40600000,40700000,ENSMMUG00000017461,ARID5A,40582776,40602905,-0.0367167176929307,0.024610545972775,0.2334734980780078,Decreased in Stressed,6948,ENSMMUG00000017461,-0.35244697,0.024610545972775,0.9942052420186136
chr13,41000000,41100000,ENSMMUG00000058736,MTIF2,41072774,41196570,-0.0390890689264749,0.024610545972775,0.2334734980780078,Decreased in Stressed,6951,ENSMMUG00000058736,-0.32302433,0.0034104870018182,0.9942052420186136
chr13,41100000,41200000,ENSMMUG00000058736,MTIF2,41072774,41196570,-0.0397428766178556,0.024610545972775,0.2334734980780078,Decreased in Stressed,6951,ENSMMUG00000058736,-0.32302433,0.0034104870018182,0.9942052420186136
chr13,43600000,43700000,ENSMMUG00000017019,LDHA,43677476,43704906,-0.0449671165857903,0.0445525578652513,0.2684943883086298,Decreased in Stressed,6968,ENSMMUG00000017019,-0.8501297,0.0001179419136075,0.5486657821023145
chr13,43700000,43800000,ENSMMUG00000017019,LDHA,43677476,43704906,-0.0446102785002796,0.0445525578652513,0.2684943883086298,Decreased in Stressed,6968,ENSMMUG00000017019,-0.8501297,0.0001179419136075,0.5486657821023145
chr13,57700000,57800000,ENSMMUG00000038179,,57712532,58833952,-0.0607984077854226,0.0445525578652513,0.2684943883086298,Decreased in Stressed,7079,ENSMMUG00000038179,-0.14129472,0.0059560666371811,0.9942052420186136
chr13,93000000,93100000,ENSMMUG00000053515,,93062194,93062342,-0.0337090145027919,0.024610545972775,0.2334734980780078,Decreased in Stressed,7401,ENSMMUG00000053515,0.15767854,0.0328897098175845,0.9942052420186136
chr13,106100000,106200000,ENSMMUG00000063029,,106166235,106169028,-0.0979735630400503,0.0018477566465182,0.0600240946990173,Decreased in Stressed,7503,ENSMMUG00000063029,0.5384044,0.0198928694284731,0.9942052420186136
