chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction
chr10,4400000,4500000,ENSMMUG00000003764,,4301305,4719433,-0.0402031417102702,0.0368175340311563,0.2635534596613765,Decreased in Stressed
chr10,4500000,4600000,ENSMMUG00000003764,,4301305,4719433,-0.0400850052890007,0.0368175340311563,0.2635534596613765,Decreased in Stressed
chr10,4600000,4700000,ENSMMUG00000003764,,4301305,4719433,-0.0399724992632612,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,4700000,4800000,ENSMMUG00000003764,,4301305,4719433,-0.0398706881293204,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,4700000,4800000,ENSMMUG00000020950,RND1,4721055,4798769,-0.0398706881293204,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,4700000,4800000,ENSMMUG00000020949,,4754181,4909399,-0.0398706881293204,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,4800000,4900000,ENSMMUG00000020949,,4754181,4909399,-0.0397865212412487,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,5100000,5200000,ENSMMUG00000020993,NRAS,5025282,5131442,-0.0397516625038223,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,5100000,5200000,ENSMMUG00000000807,,5125180,5160393,-0.0397516625038223,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,5100000,5200000,ENSMMUG00000008136,,5165789,5199758,-0.0397516625038223,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,5900000,6000000,ENSMMUG00000002424,,5899107,5997486,-0.0426172910046276,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,6000000,6100000,ENSMMUG00000061105,,6048848,6054338,-0.0431747898979695,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,6000000,6100000,ENSMMUG00000058141,,6053593,6056526,-0.0431747898979695,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,6000000,6100000,ENSMMUG00000023007,,6060781,6086787,-0.0431747898979695,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,6000000,6100000,ENSMMUG00000023004,Metazoa_SRP,6087096,6149980,-0.0431747898979695,0.0445525578652513,0.2635534596613765,Decreased in Stressed
chr10,6100000,6200000,ENSMMUG00000023004,Metazoa_SRP,6087096,6149980,-0.0437576459637594,0.0368175340311563,0.2635534596613765,Decreased in Stressed
