chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction
chr1,92500000,92600000,ENSMMUG00000004509,RIN2,92504247,92505255,-0.0326673943729852,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92500000,92600000,ENSMMUG00000004508,CSNK1E,92517599,92518533,-0.0326673943729852,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92500000,92600000,ENSMMUG00000003168,CTBS,92564880,92565819,-0.0326673943729852,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92500000,92600000,ENSMMUG00000019444,PRPF38B,92589657,92590604,-0.0326673943729852,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92600000,92700000,ENSMMUG00000016784,FNDC7,92649760,92653234,-0.0328006257943276,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92600000,92700000,ENSMMUG00000016783,STXBP3,92665161,92720887,-0.0328006257943276,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92700000,92800000,ENSMMUG00000016783,STXBP3,92665161,92720887,-0.0329355585921509,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92700000,92800000,ENSMMUG00000010626,AKNAD1,92718975,92723970,-0.0329355585921509,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92700000,92800000,ENSMMUG00000062253,INTS7,92754464,92757513,-0.0329355585921509,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92800000,92900000,ENSMMUG00000020156,DTL,92810986,92815393,-0.0330716522749279,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92800000,92900000,ENSMMUG00000020155,CYB5R3,92819743,92821076,-0.0330716522749279,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92800000,92900000,ENSMMUG00000003191,ATN1,92897577,93006649,-0.0330716522749279,0.0411020596927643,0.9927510290040564,Decreased in Stressed
chr1,92900000,93000000,ENSMMUG00000003191,ATN1,92897577,93006649,-0.033208388909399,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93000000,93100000,ENSMMUG00000003191,ATN1,92897577,93006649,-0.0333452085634345,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93000000,93100000,ENSMMUG00000058790,PTPN6,93074848,93078381,-0.0333452085634345,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93000000,93100000,ENSMMUG00000050541,PHB2,93083338,93110319,-0.0333452085634345,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93100000,93200000,ENSMMUG00000050541,PHB2,93083338,93110319,-0.0334814302199625,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93100000,93200000,ENSMMUG00000019835,EMG1,93149850,93159541,-0.0334814302199625,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93100000,93200000,ENSMMUG00000019833,LPCAT3,93171126,93198670,-0.0334814302199625,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93200000,93300000,ENSMMUG00000019830,CD52,93213984,93242769,-0.0336163608417128,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93200000,93300000,ENSMMUG00000046969,CRYBG2,93290388,93315359,-0.0336163608417128,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93300000,93400000,ENSMMUG00000046969,CRYBG2,93290388,93315359,-0.0337494385282868,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93300000,93400000,ENSMMUG00000008973,GNAS,93389927,93406309,-0.0337494385282868,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93400000,93500000,ENSMMUG00000008973,GNAS,93389927,93406309,-0.0338801606908985,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93400000,93500000,ENSMMUG00000008974,SKI,93435711,93471826,-0.0338801606908985,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93500000,93600000,ENSMMUG00000065257,NUDC,93527032,93529314,-0.0340081122993196,0.0361586106713543,0.9927510290040564,Decreased in Stressed
chr1,93600000,93700000,ENSMMUG00000058523,NR0B2,93671029,93693517,-0.0341329694596126,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93800000,93900000,ENSMMUG00000042886,CLCA4,93830817,93853165,-0.0343720055818843,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93800000,93900000,ENSMMUG00000059081,NF2,93869455,93875969,-0.0343720055818843,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,93900000,94000000,ENSMMUG00000012436,ZC3H12A,93922117,94029289,-0.0344853819480166,0.0317128149212107,0.9927510290040564,Decreased in Stressed
chr1,94000000,94100000,ENSMMUG00000012436,ZC3H12A,93922117,94029289,-0.0345943507753855,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94000000,94100000,ENSMMUG00000064007,MEAF6,94032073,94044101,-0.0345943507753855,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94000000,94100000,ENSMMUG00000061405,CNIH3,94049779,94071361,-0.0345943507753855,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94000000,94100000,ENSMMUG00000012424,KANK4,94083847,94104851,-0.0345943507753855,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94100000,94200000,ENSMMUG00000012424,KANK4,94083847,94104851,-0.0346987516716674,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94100000,94200000,ENSMMUG00000055304,MED18,94106588,94127801,-0.0346987516716674,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94100000,94200000,ENSMMUG00000010917,RPN2,94149669,94159504,-0.0346987516716674,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94100000,94200000,ENSMMUG00000010918,ADCY10,94165864,94197923,-0.0346987516716674,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000040660,MPC2,94212658,94224149,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000000039,DCAF6,94224079,94228532,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000000038,GPR161,94228502,94237046,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000000037,UQCC1,94236767,94243480,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000002295,PRKAA2,94259483,94265488,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94200000,94300000,ENSMMUG00000006265,FYB2,94288106,94298515,-0.0347983544004014,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94300000,94400000,ENSMMUG00000017093,FOXA2,94302316,94323934,-0.0348928947085127,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94300000,94400000,ENSMMUG00000060011,RERG,94338751,94348275,-0.0348928947085127,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94300000,94400000,ENSMMUG00000002624,HMCN1,94364759,94372069,-0.0348928947085127,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94300000,94400000,ENSMMUG00000002623,DSTYK,94372418,94374969,-0.0348928947085127,0.0277185416615701,0.9927510290040564,Decreased in Stressed
chr1,94300000,94400000,ENSMMUG00000002622,TMCC2,94380690,94408110,-0.0348928947085127,0.0277185416615701,0.9927510290040564,Decreased in Stressed
