chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction
chr1,53900000,54000000,ENSMMUG00000021082,ZMYM6,53610538,54006298,0.0058762450512099,0.0371753969838011,0.2347289766103089,Increased in Stressed
chr1,54000000,54100000,ENSMMUG00000021082,ZMYM6,53610538,54006298,0.0060025276441926,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,54000000,54100000,ENSMMUG00000045497,DENND4B,54054404,54242415,0.0060025276441926,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,54100000,54200000,ENSMMUG00000045497,DENND4B,54054404,54242415,0.0061293418239884,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,54200000,54300000,ENSMMUG00000045497,DENND4B,54054404,54242415,0.0062566967413362,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,54300000,54400000,ENSMMUG00000000243,CRTC2,54336757,54397882,0.0063845950499592,0.021080909372252,0.2347289766103089,Increased in Stressed
chr1,54400000,54500000,ENSMMUG00000000244,RPS21,54413176,54449767,0.0065130383011873,0.01778035324729,0.2347289766103089,Increased in Stressed
chr1,54400000,54500000,ENSMMUG00000000245,SLC39A1,54474825,54537109,0.0065130383011873,0.01778035324729,0.2347289766103089,Increased in Stressed
chr1,54500000,54600000,ENSMMUG00000000245,SLC39A1,54474825,54537109,0.0066420030424345,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,54500000,54600000,ENSMMUG00000058395,CREB3L4,54550367,54596024,0.0066420030424345,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,54600000,54700000,ENSMMUG00000055405,CABLES2,54618039,54619363,0.0067714561232141,0.021080909372252,0.2347289766103089,Increased in Stressed
chr1,54600000,54700000,ENSMMUG00000012322,MB,54669713,54876688,0.0067714561232141,0.021080909372252,0.2347289766103089,Increased in Stressed
chr1,54700000,54800000,ENSMMUG00000012322,MB,54669713,54876688,0.0069013257930596,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,54800000,54900000,ENSMMUG00000012322,MB,54669713,54876688,0.0070314984869859,0.01778035324729,0.2347289766103089,Increased in Stressed
chr1,54900000,55000000,ENSMMUG00000013962,GFI1,54908304,55188522,0.0071618591238629,0.01778035324729,0.2347289766103089,Increased in Stressed
chr1,55000000,55100000,ENSMMUG00000013962,GFI1,54908304,55188522,0.0072922923301814,0.0136782668396458,0.2347289766103089,Increased in Stressed
chr1,55100000,55200000,ENSMMUG00000013962,GFI1,54908304,55188522,0.0074226962109229,0.01778035324729,0.2347289766103089,Increased in Stressed
chr1,55300000,55400000,ENSMMUG00000060620,FMO1,55324999,55329632,0.0076830924920043,0.0149416932334276,0.2347289766103089,Increased in Stressed
chr1,55300000,55400000,ENSMMUG00000012259,EVI5,55340340,55351760,0.0076830924920043,0.0149416932334276,0.2347289766103089,Increased in Stressed
chr1,55400000,55500000,ENSMMUG00000057910,RPL5,55493156,55501887,0.0078128933036261,0.0163068237085089,0.2347289766103089,Increased in Stressed
chr1,55500000,55600000,ENSMMUG00000057910,RPL5,55493156,55501887,0.0079422674271705,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,55500000,55600000,ENSMMUG00000021649,DIPK1A,55565603,55711514,0.0079422674271705,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,55600000,55700000,ENSMMUG00000021649,DIPK1A,55565603,55711514,0.0080710813334761,0.0193692804428477,0.2347289766103089,Increased in Stressed
chr1,55700000,55800000,ENSMMUG00000021649,DIPK1A,55565603,55711514,0.0081992061812576,0.02292285033304,0.2347289766103089,Increased in Stressed
chr1,55900000,56000000,ENSMMUG00000011992,,55939591,55957729,0.0084527567340193,0.0249030193506095,0.2347289766103089,Increased in Stressed
chr1,56000000,56100000,ENSMMUG00000000009,MAGOHB,56060279,56182725,0.0085778364969535,0.0249030193506095,0.2347289766103089,Increased in Stressed
chr1,56100000,56200000,ENSMMUG00000000009,MAGOHB,56060279,56182725,0.0087015654799549,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,56200000,56300000,ENSMMUG00000026884,ARHGEF2,56288132,56288242,0.0088238159504239,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,56200000,56300000,ENSMMUG00000026915,DEFB124,56288303,56288413,0.0088238159504239,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,56300000,56400000,ENSMMUG00000055114,HM13,56326860,56364887,0.0089444639208422,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,56400000,56500000,ENSMMUG00000057477,MIXL1,56481173,56507114,0.0090633913799038,0.0343748552169241,0.2347289766103089,Increased in Stressed
chr1,56500000,56600000,ENSMMUG00000057477,MIXL1,56481173,56507114,0.0091805125761064,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,56500000,56600000,ENSMMUG00000057677,CD163,56530623,56550655,0.0091805125761064,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,57200000,57300000,ENSMMUG00000055580,RGS4,57275613,57275761,0.0099440234360637,0.0249030193506095,0.2347289766103089,Increased in Stressed
chr1,57300000,57400000,ENSMMUG00000058968,RGS5,57313962,57314110,0.0100448013234535,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57300000,57400000,ENSMMUG00000036028,P3H3,57330051,57330192,0.0100448013234535,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57400000,57500000,ENSMMUG00000039854,GNB3,57447529,57447636,0.0101435432374268,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,57400000,57500000,ENSMMUG00000016188,CDCA3,57461516,57608709,0.0101435432374268,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,57500000,57600000,ENSMMUG00000016188,CDCA3,57461516,57608709,0.0102402480975909,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,57600000,57700000,ENSMMUG00000016188,CDCA3,57461516,57608709,0.0103349046452954,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57600000,57700000,ENSMMUG00000063532,USP5,57683057,57787478,0.0103349046452954,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57700000,57800000,ENSMMUG00000063532,USP5,57683057,57787478,0.0104275078567799,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57800000,57900000,ENSMMUG00000007334,VPS16,57828163,57834042,0.0105180596029612,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57900000,58000000,ENSMMUG00000050830,RPS6KC1,57919987,57921425,0.0106065519425133,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,57900000,58000000,ENSMMUG00000004266,NEK2,57978276,58044271,0.0106065519425133,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58000000,58100000,ENSMMUG00000004266,NEK2,57978276,58044271,0.0106930217200487,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58000000,58100000,ENSMMUG00000051563,ZC3H7B,58044291,58046557,0.0106930217200487,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58000000,58100000,ENSMMUG00000004268,TEF,58075600,58101743,0.0106930217200487,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58100000,58200000,ENSMMUG00000004268,TEF,58075600,58101743,0.010777541432025,0.0249030193506095,0.2347289766103089,Increased in Stressed
chr1,58100000,58200000,ENSMMUG00000012218,PIP5K1A,58171564,58286850,0.010777541432025,0.0249030193506095,0.2347289766103089,Increased in Stressed
chr1,58200000,58300000,ENSMMUG00000012218,PIP5K1A,58171564,58286850,0.0108602036421945,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58300000,58400000,ENSMMUG00000012219,EXOC8,58300755,58301841,0.010941104858533,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58300000,58400000,ENSMMUG00000063678,SPRTN,58318826,58345783,0.010941104858533,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58300000,58400000,ENSMMUG00000052462,SULT4A1,58344142,58397663,0.010941104858533,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58300000,58400000,ENSMMUG00000005921,SFT2D2,58397678,58452172,0.010941104858533,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58400000,58500000,ENSMMUG00000005921,SFT2D2,58397678,58452172,0.0110203496072918,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58400000,58500000,ENSMMUG00000017414,LHX8,58468619,58543348,0.0110203496072918,0.0270296363649138,0.2347289766103089,Increased in Stressed
chr1,58500000,58600000,ENSMMUG00000017414,LHX8,58468619,58543348,0.0110980271107694,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,58500000,58600000,ENSMMUG00000017419,TRIM11,58545289,58545910,0.0110980271107694,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,58500000,58600000,ENSMMUG00000013500,TRIM17,58561693,58602047,0.0110980271107694,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,58600000,58700000,ENSMMUG00000013500,TRIM17,58561693,58602047,0.0111741905669155,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,58600000,58700000,ENSMMUG00000013504,ADSL,58624005,58656280,0.0111741905669155,0.0293112220061821,0.2347289766103089,Increased in Stressed
chr1,58700000,58800000,ENSMMUG00000013506,EIF2B3,58704061,58753436,0.0112488201289624,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58700000,58800000,ENSMMUG00000056199,EFNA1,58779794,58798453,0.0112488201289624,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58700000,58800000,ENSMMUG00000013507,MCOLN3,58798355,58820089,0.0112488201289624,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58800000,58900000,ENSMMUG00000013507,MCOLN3,58798355,58820089,0.0113218624566193,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58800000,58900000,ENSMMUG00000046222,C1H1orf122,58829998,58843179,0.0113218624566193,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58800000,58900000,ENSMMUG00000061689,YRDC,58878760,58890941,0.0113218624566193,0.0317565928714909,0.2347289766103089,Increased in Stressed
chr1,58900000,59000000,ENSMMUG00000020772,EDEM3,58904699,58967503,0.0113932778483585,0.0270296363649138,0.2347289766103089,Increased in Stressed
