chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction
chr1,55400000,55500000,ENSMMUG00000057910,RPL5,55493156,55501887,0.0068871944653701,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59000000,59100000,ENSMMUG00000001908,IL2RB,59051754,59243419,0.0104989305857008,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59100000,59200000,ENSMMUG00000001908,IL2RB,59051754,59243419,0.0105471509496335,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59200000,59300000,ENSMMUG00000001908,IL2RB,59051754,59243419,0.0105943402044719,0.0368175340311563,0.5350008210387279,Increased in Stressed
chr1,59200000,59300000,ENSMMUG00000001916,STRIP1,59253068,59306943,0.0105943402044719,0.0368175340311563,0.5350008210387279,Increased in Stressed
chr1,59300000,59400000,ENSMMUG00000001916,STRIP1,59253068,59306943,0.0106406581178739,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59300000,59400000,ENSMMUG00000001921,SLC25A1,59317120,59321781,0.0106406581178739,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59300000,59400000,ENSMMUG00000001923,CLTCL1,59325794,59378358,0.0106406581178739,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59300000,59400000,ENSMMUG00000001924,NEFH,59387950,59458860,0.0106406581178739,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59400000,59500000,ENSMMUG00000001924,NEFH,59387950,59458860,0.0106862185125911,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59400000,59500000,ENSMMUG00000055286,SPOCD1,59479522,59479670,0.0106862185125911,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59400000,59500000,ENSMMUG00000064915,PPM1F,59484222,59484371,0.0106862185125911,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000056714,OSM,59500608,59500756,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000050920,SF3A1,59514940,59515252,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000057708,TBC1D10A,59528095,59550938,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000013788,OR2T1,59564232,59570997,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000031357,TRIM58,59574909,59585576,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59500000,59600000,ENSMMUG00000013789,DSN1,59588462,59602445,0.010731113131799,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59600000,59700000,ENSMMUG00000013789,DSN1,59588462,59602445,0.0107754117381546,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59600000,59700000,ENSMMUG00000058821,SLC35E2,59602652,59609142,0.0107754117381546,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,59600000,59700000,ENSMMUG00000013790,SOGA1,59631106,59754363,0.0107754117381546,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,60100000,60200000,ENSMMUG00000004001,CHCHD10,60026219,60141795,0.0109892724013973,0.0445525578652513,0.5350008210387279,Increased in Stressed
chr1,60100000,60200000,ENSMMUG00000015233,RNASEL,60157036,60241868,0.0109892724013973,0.0445525578652513,0.5350008210387279,Increased in Stressed
