chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction
chr1,0,100000,ENSMMUG00000023296,NAGA,8230,26653,-0.016741744150712,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,0,100000,ENSMMUG00000000634,PTPRC,71581,83178,-0.016741744150712,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,0,100000,ENSMMUG00000037875,SPMIP3,81257,91679,-0.016741744150712,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,100000,200000,ENSMMUG00000000632,ADSS2,102661,117835,-0.0165738917319482,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,100000,200000,ENSMMUG00000064799,CATSPERE,122995,124202,-0.0165738917319482,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,100000,200000,ENSMMUG00000057389,ZNRF3,170938,185687,-0.0165738917319482,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,200000,300000,ENSMMUG00000031200,ISG20L2,211379,222144,-0.0164065677318985,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,200000,300000,ENSMMUG00000052613,METTL25B,231608,247928,-0.0164065677318985,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,400000,ENSMMUG00000031199,MRPL24,326170,327124,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,400000,ENSMMUG00000053841,PPFIA4,337713,338797,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,400000,ENSMMUG00000017095,CCDC181,348699,349636,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,400000,ENSMMUG00000049101,,386872,387811,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,400000,ENSMMUG00000048289,AURKA,399016,399964,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,400000,500000,ENSMMUG00000017368,CSTF1,429755,430706,-0.016073517114769,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,400000,500000,ENSMMUG00000055842,CASS4,449227,450163,-0.016073517114769,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,400000,500000,ENSMMUG00000031198,RTF2,465444,466394,-0.016073517114769,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,500000,600000,ENSMMUG00000062331,,529176,530094,-0.0159077970061676,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,500000,600000,ENSMMUG00000049901,PAQR6,552253,553201,-0.0159077970061676,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,600000,700000,ENSMMUG00000064657,SPTLC3,618273,619248,-0.0157426196637475,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,600000,700000,ENSMMUG00000005566,SMG5,645436,646546,-0.0157426196637475,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,600000,700000,ENSMMUG00000064874,HCK,661163,662090,-0.0157426196637475,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,700000,800000,ENSMMUG00000039595,PLAGL2,710010,710949,-0.0155779892521772,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,700000,800000,ENSMMUG00000038524,RAB22A,769521,770457,-0.0155779892521772,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,800000,900000,ENSMMUG00000049432,PDPN,825398,826361,-0.0154139092366942,0.0037272882404867,0.0918002499221731,Decreased in Stressed
