chromosome,start,context,cluster,methylation_diff,p_value,q_value,direction
chr1,0,mCG,c1,-0.016741744150712,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,100000,mCG,c1,-0.0165738917319482,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,200000,mCG,c1,-0.0164065677318985,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,300000,mCG,c1,-0.0162397753086724,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,400000,mCG,c1,-0.016073517114769,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,500000,mCG,c1,-0.0159077970061676,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,600000,mCG,c1,-0.0157426196637475,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,700000,mCG,c1,-0.0155779892521772,0.0041972931329797,0.0918002499221731,Decreased in Stressed
chr1,800000,mCG,c1,-0.0154139092366942,0.0037272882404867,0.0918002499221731,Decreased in Stressed
chr1,900000,mCG,c1,-0.0152503830349124,0.0037272882404867,0.0918002499221731,Decreased in Stressed
chr1,1000000,mCG,c1,-0.0150874143723862,0.0037272882404867,0.0918002499221731,Decreased in Stressed
chr1,1100000,mCG,c1,-0.0149250067539234,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1200000,mCG,c1,-0.0147631636490512,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1300000,mCG,c1,-0.0146018888711572,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1400000,mCG,c1,-0.0144411847207217,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1500000,mCG,c1,-0.0142810513989255,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1600000,mCG,c1,-0.0141214894672574,0.0029278543777894,0.0918002499221731,Decreased in Stressed
chr1,1700000,mCG,c1,-0.0139624989814037,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,1800000,mCG,c1,-0.0138040785080135,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,1900000,mCG,c1,-0.0136462220512869,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,2000000,mCG,c1,-0.0134889200096837,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,2100000,mCG,c1,-0.0133321598020947,0.0020185802483102,0.0918002499221731,Decreased in Stressed
chr1,2200000,mCG,c1,-0.0131759289318789,0.0020185802483102,0.0918002499221731,Decreased in Stressed
chr1,2300000,mCG,c1,-0.0130202156198415,0.001778600955585,0.0918002499221731,Decreased in Stressed
chr1,2400000,mCG,c1,-0.0128650096935816,0.001778600955585,0.0918002499221731,Decreased in Stressed
chr1,2500000,mCG,c1,-0.0127103035705333,0.001778600955585,0.0918002499221731,Decreased in Stressed
chr1,2600000,mCG,c1,-0.0125560893845679,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,2700000,mCG,c1,-0.0124023588640813,0.0022879501072781,0.0918002499221731,Decreased in Stressed
chr1,2800000,mCG,c1,-0.0122491023661834,0.0025898869046034,0.0918002499221731,Decreased in Stressed
chr1,2900000,mCG,c1,-0.0120963111496681,0.0025898869046034,0.0918002499221731,Decreased in Stressed
chr1,3000000,mCG,c1,-0.0119439779163903,0.0022879501072781,0.0918002499221731,Decreased in Stressed
