chromosome,region_start,region_end,gene_id,gene_name,gene_start,gene_end,methylation_diff,p_value,q_value,direction,Unnamed: 0,genebody,Methylation Difference,p-value,q-value
chr1,54600000,54700000,ENSMMUG00000055405,CABLES2,54618039,54619363,0.0067714561232141,0.021080909372252,0.2347289766103089,Increased in Stressed,497,ENSMMUG00000055405,-0.10929966,0.0133674023539388,0.8901163210744789
chr1,55300000,55400000,ENSMMUG00000060620,FMO1,55324999,55329632,0.0076830924920043,0.0149416932334276,0.2347289766103089,Increased in Stressed,501,ENSMMUG00000060620,-0.25711864,0.0467685866914884,0.8901163210744789
chr1,56000000,56100000,ENSMMUG00000000009,MAGOHB,56060279,56182725,0.0085778364969535,0.0249030193506095,0.2347289766103089,Increased in Stressed,506,ENSMMUG00000000009,0.050311446,0.0293112220061821,0.8901163210744789
chr1,56100000,56200000,ENSMMUG00000000009,MAGOHB,56060279,56182725,0.0087015654799549,0.0270296363649138,0.2347289766103089,Increased in Stressed,506,ENSMMUG00000000009,0.050311446,0.0293112220061821,0.8901163210744789
chr1,58300000,58400000,ENSMMUG00000063678,SPRTN,58318826,58345783,0.010941104858533,0.0270296363649138,0.2347289766103089,Increased in Stressed,527,ENSMMUG00000063678,-0.09364277,0.0078959053700381,0.8901163210744789
chr1,58500000,58600000,ENSMMUG00000013500,TRIM17,58561693,58602047,0.0110980271107694,0.0293112220061821,0.2347289766103089,Increased in Stressed,532,ENSMMUG00000013500,-0.13275939,0.0026432142645853,0.8901163210744789
chr1,58600000,58700000,ENSMMUG00000013500,TRIM17,58561693,58602047,0.0111741905669155,0.0293112220061821,0.2347289766103089,Increased in Stressed,532,ENSMMUG00000013500,-0.13275939,0.0026432142645853,0.8901163210744789
chr1,58800000,58900000,ENSMMUG00000061689,YRDC,58878760,58890941,0.0113218624566193,0.0317565928714909,0.2347289766103089,Increased in Stressed,538,ENSMMUG00000061689,-0.1993609,0.021080909372252,0.8901163210744789
chr1,59500000,59600000,ENSMMUG00000031357,TRIM58,59574909,59585576,0.0117851157181909,0.0249030193506095,0.2347289766103089,Increased in Stressed,551,ENSMMUG00000031357,-0.2228477,0.0026432142645853,0.8901163210744789
chr1,59700000,59800000,ENSMMUG00000003998,SHANK3,59784447,60014467,0.0119010801465591,0.02292285033304,0.2347289766103089,Increased in Stressed,556,ENSMMUG00000003998,0.05555439,0.0026432142645853,0.8901163210744789
chr1,59800000,59900000,ENSMMUG00000003998,SHANK3,59784447,60014467,0.0119561532625325,0.021080909372252,0.2347289766103089,Increased in Stressed,556,ENSMMUG00000003998,0.05555439,0.0026432142645853,0.8901163210744789
chr1,59900000,60000000,ENSMMUG00000003998,SHANK3,59784447,60014467,0.0120091873634486,0.021080909372252,0.2347289766103089,Increased in Stressed,556,ENSMMUG00000003998,0.05555439,0.0026432142645853,0.8901163210744789
chr1,60000000,60100000,ENSMMUG00000003998,SHANK3,59784447,60014467,0.0120600859583648,0.0193692804428477,0.2347289766103089,Increased in Stressed,556,ENSMMUG00000003998,0.05555439,0.0026432142645853,0.8901163210744789
chr1,60100000,60200000,ENSMMUG00000015233,RNASEL,60157036,60241868,0.0121087336032092,0.02292285033304,0.2347289766103089,Increased in Stressed,560,ENSMMUG00000015233,-0.061646342,0.0071816170868917,0.8901163210744789
chr1,60200000,60300000,ENSMMUG00000015233,RNASEL,60157036,60241868,0.0121550045224112,0.02292285033304,0.2347289766103089,Increased in Stressed,560,ENSMMUG00000015233,-0.061646342,0.0071816170868917,0.8901163210744789
chr1,60200000,60300000,ENSMMUG00000058670,FH,60275111,60287149,0.0121550045224112,0.02292285033304,0.2347289766103089,Increased in Stressed,562,ENSMMUG00000058670,-0.05009377,0.0467685866914884,0.8901163210744789
chr1,60800000,60900000,ENSMMUG00000021642,CYB561D1,60846156,60858986,0.0123747210450515,0.0249030193506095,0.2347289766103089,Increased in Stressed,580,ENSMMUG00000021642,-0.12849891,0.0343748552169241,0.8901163210744789
chr1,61700000,61800000,ENSMMUG00000064841,MORC2,61703456,61721253,0.0124827076912905,0.01778035324729,0.2347289766103089,Increased in Stressed,597,ENSMMUG00000064841,0.09770101,0.0095181394286269,0.8901163210744789
chr1,62800000,62900000,ENSMMUG00000049565,TTLL12,62825224,62847243,0.0121876966315941,0.02292285033304,0.2347289766103089,Increased in Stressed,616,ENSMMUG00000049565,0.18188387,0.0053735123375462,0.8901163210744789
chr1,63700000,63800000,ENSMMUG00000022614,ABL2,63724985,63974249,0.0115747708695035,0.02292285033304,0.2347289766103089,Increased in Stressed,640,ENSMMUG00000022614,-0.051246285,0.0343748552169241,0.8901163210744789
chr1,63800000,63900000,ENSMMUG00000022614,ABL2,63724985,63974249,0.011488143805183,0.02292285033304,0.2347289766103089,Increased in Stressed,640,ENSMMUG00000022614,-0.051246285,0.0343748552169241,0.8901163210744789
chr1,63900000,64000000,ENSMMUG00000022614,ABL2,63724985,63974249,0.0113981640974458,0.02292285033304,0.2347289766103089,Increased in Stressed,640,ENSMMUG00000022614,-0.051246285,0.0343748552169241,0.8901163210744789
chr1,64700000,64800000,ENSMMUG00000011711,RAB42,64725220,64871520,0.0105750748740343,0.0371753969838011,0.2347289766103089,Increased in Stressed,657,ENSMMUG00000011711,-0.07702857,0.01778035324729,0.8901163210744789
chr1,64800000,64900000,ENSMMUG00000011711,RAB42,64725220,64871520,0.0104611031756947,0.0371753969838011,0.2347289766103089,Increased in Stressed,657,ENSMMUG00000011711,-0.07702857,0.01778035324729,0.8901163210744789
chr1,92300000,92400000,ENSMMUG00000054507,KIFAP3,92373717,92374691,0.0075078948072124,0.0433622188594735,0.2347289766103089,Increased in Stressed,988,ENSMMUG00000054507,0.061547875,0.0454782097713168,0.8901163210744789
